Søren Lerby	Søren_Lerby
Tanju Çolak	Tanju_Çolak
Terry Cooper	Terry_Cooper
Terry McDermott	Terry_McDermott
Thadée Cisowski	Thadée_Cisowski
Theo Snelders	Theo_Snelders
Theodoros Zagorakis	Theodoros_Zagorakis
Thiago Silva	Thiago_Silva
Thibaut Courtois	Thibaut_Courtois
Thierry Henry	Thierry_Henry
Thomas Doll	Thomas_Doll
Thomas Häßler	Thomas_Häßler
Thomas Müller	Thomas_Müller
Thomas Ravelli	Thomas_Ravelli
Tibor Nyilasi	Tibor_Nyilasi
Titus Buberník	Titus_Buberník
Tomas Brolin	Tomas_Brolin
Tommy Gemmell	Tommy_Gemmell
Tommy Taylor	Tommy_Taylor
Toni Kroos	Toni_Kroos
Toni Polster	Toni_Polster
Tony Dunne	Tony_Dunne
Tony Woodcock	Tony_Woodcock
Tony Yeboah	Tony_Yeboah
Torbjörn Nilsson	Torbjörn_Nilsson
Traianos Dellas	Traianos_Dellas
Trent Alexander-Arnold	Trent_Alexander-Arnold
Trevor Brooking	Trevor_Brooking
Trevor Francis	Trevor_Francis
Trifon Ivanov	Trifon_Ivanov
Txiki Begiristain	Txiki_Begiristain
Uli Hoeneß	Uli_Hoeneß
Uli Stielike	Uli_Stielike
Ulrich Hoeneß	Ulrich_Hoeneß
Uwe Seeler	Uwe_Seeler
Vahid Halilhodžić	Vahid_Halilhodžić
Valentin Ivanov	Valentin_Ivanov
Valery Voronin	Valery_Voronin
Vasilis Hatzipanagis	Vasilis_Hatzipanagis
Vicente	Vicente
Victor Ikpeba	Victor_Ikpeba
Victor Osimhen	Victor_Osimhen
Viktor Gyökeres	Viktor_Gyökeres
Viktor Ponedelnik	Viktor_Ponedelnik
Viliam Schrojf	Viliam_Schrojf
Vincent Candela	Vincent_Candela
Vinícius Júnior	Vinícius_Júnior
Virgil van Dijk	Virgil_van_Dijk
Vitinha	Vitinha
Viv Anderson	Viv_Anderson
Vladimir Muntyan	Vladimir_Muntyan
Vladimir Petrović	Vladimir_Petrović
Vladislav Bogićević	Vladislav_Bogićević
Vujadin Boškov	Vujadin_Boškov
Vítor Baía	Vítor_Baía
Walter Schachner	Walter_Schachner
Walter Zenga	Walter_Zenga
Wayne Rooney	Wayne_Rooney
Wesley Sneijder	Wesley_Sneijder
Wilfried Van Moer	Wilfried_Van_Moer
Willem van Hanegem	Willem_van_Hanegem
Willi Schulz	Willi_Schulz
William Saliba	William_Saliba
Willy van de Kerkhof	Willy_van_de_Kerkhof
Wlodzimierz Smolarek	Wlodzimierz_Smolarek
Wolfgang Overath	Wolfgang_Overath
Włodzimierz Lubański	Włodzimierz_Lubański
Xabi Alonso	Xabi_Alonso
Xavi	Xavi
Yassine Bounou	Yassine_Bounou
Yaya Touré	Yaya_Touré
Yevhen Rudakov	Yevhen_Rudakov
Yoann Gourcuff	Yoann_Gourcuff
Yordan Letchkov	Yordan_Letchkov
Younis Mahmoud	Younis_Mahmoud
Youri Djorkaeff	Youri_Djorkaeff
Yuri Zhirkov	Yuri_Zhirkov
Yuriy Voynov	Yuriy_Voynov
Yıldıray Baştürk	Yıldıray_Baştürk
Zbigniew Boniek	Zbigniew_Boniek
Zdeněk Nehoda	Zdeněk_Nehoda
Zinedine Zidane	Zinedine_Zidane
Zlatan Ibrahimović	Zlatan_Ibrahimović
Zlatko Vujovic	Zlatko_Vujovic
Zlatko Zahovič	Zlatko_Zahovič
Zvezdan Čebinac	Zvezdan_Čebinac
Zvonimir Boban	Zvonimir_Boban
Zygfryd Szołtysik	Zygfryd_Szołtysik
Álex Grimaldo	Álex_Grimaldo
Ángel Di María	Ángel_Di_María
İlkay Gündoğan	İlkay_Gündoğan
